idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
187,11,3,False,arc,Christina,Roberto,"The firefighter, who painted the house on Thanksgiving, has been keeping a diary for 15 years.","Thats not true. No,","Wait no,",she did not.,she has not.
188,11,3,True,arc,Christina,Roberto,"The firefighter, who has been keeping a diary for 15 years, painted the house on Thanksgiving.","Thats not true. No,","Wait no,",she has not.,she did not.
189,11,4,False,arc,Christina,Roberto,"The firefighter, who painted the house on Thanksgiving, has been keeping a diary for 15 years.","Thats not true. No,","Hey, wait a minute. No,",she did not.,she has not.
190,11,4,True,arc,Christina,Roberto,"The firefighter, who has been keeping a diary for 15 years, painted the house on Thanksgiving.","Thats not true. No,","Hey, wait a minute. No,",she has not.,she did not.
191,11,5,False,arc,Christina,Roberto,"The firefighter, who painted the house on Thanksgiving, has been keeping a diary for 15 years.","Thats not true. No,","Hang on a minute. No,",she did not.,she has not.
192,11,5,True,arc,Christina,Roberto,"The firefighter, who has been keeping a diary for 15 years, painted the house on Thanksgiving.","Thats not true. No,","Hang on a minute. No,",she has not.,she did not.
193,11,6,False,arc,Christina,Roberto,"The firefighter, who painted the house on Thanksgiving, has been keeping a diary for 15 years.","Nope,","Wait no,",she did not.,she has not.
194,11,6,True,arc,Christina,Roberto,"The firefighter, who has been keeping a diary for 15 years, painted the house on Thanksgiving.","Nope,","Wait no,",she has not.,she did not.
195,11,7,False,arc,Christina,Roberto,"The firefighter, who painted the house on Thanksgiving, has been keeping a diary for 15 years.","Nope,","Hey, wait a minute. No,",she did not.,she has not.
196,11,7,True,arc,Christina,Roberto,"The firefighter, who has been keeping a diary for 15 years, painted the house on Thanksgiving.","Nope,","Hey, wait a minute. No,",she has not.,she did not.
197,11,8,False,arc,Christina,Roberto,"The firefighter, who painted the house on Thanksgiving, has been keeping a diary for 15 years.","Nope,","Hang on a minute. No,",she did not.,she has not.
198,11,8,True,arc,Christina,Roberto,"The firefighter, who has been keeping a diary for 15 years, painted the house on Thanksgiving.","Nope,","Hang on a minute. No,",she has not.,she did not.
199,12,0,False,arc,Veronica,Harrison,"The researcher, who performed a piece by Mozart, has undergone chemotherapy.","No,","Wait no,",he did not.,he has not.
200,12,0,True,arc,Veronica,Harrison,"The researcher, who has undergone chemotherapy, performed a piece by Mozart.","No,","Wait no,",he has not.,he did not.
201,12,1,False,arc,Veronica,Harrison,"The researcher, who performed a piece by Mozart, has undergone chemotherapy.","No,","Hey, wait a minute. No,",he did not.,he has not.
202,12,1,True,arc,Veronica,Harrison,"The researcher, who has undergone chemotherapy, performed a piece by Mozart.","No,","Hey, wait a minute. No,",he has not.,he did not.
203,12,2,False,arc,Veronica,Harrison,"The researcher, who performed a piece by Mozart, has undergone chemotherapy.","No,","Hang on a minute. No,",he did not.,he has not.
204,12,2,True,arc,Veronica,Harrison,"The researcher, who has undergone chemotherapy, performed a piece by Mozart.","No,","Hang on a minute. No,",he has not.,he did not.
205,12,3,False,arc,Veronica,Harrison,"The researcher, who performed a piece by Mozart, has undergone chemotherapy.","Thats not true. No,","Wait no,",he did not.,he has not.
206,12,3,True,arc,Veronica,Harrison,"The researcher, who has undergone chemotherapy, performed a piece by Mozart.","Thats not true. No,","Wait no,",he has not.,he did not.
207,12,4,False,arc,Veronica,Harrison,"The researcher, who performed a piece by Mozart, has undergone chemotherapy.","Thats not true. No,","Hey, wait a minute. No,",he did not.,he has not.
208,12,4,True,arc,Veronica,Harrison,"The researcher, who has undergone chemotherapy, performed a piece by Mozart.","Thats not true. No,","Hey, wait a minute. No,",he has not.,he did not.
209,12,5,False,arc,Veronica,Harrison,"The researcher, who performed a piece by Mozart, has undergone chemotherapy.","Thats not true. No,","Hang on a minute. No,",he did not.,he has not.
210,12,5,True,arc,Veronica,Harrison,"The researcher, who has undergone chemotherapy, performed a piece by Mozart.","Thats not true. No,","Hang on a minute. No,",he has not.,he did not.
211,12,6,False,arc,Veronica,Harrison,"The researcher, who performed a piece by Mozart, has undergone chemotherapy.","Nope,","Wait no,",he did not.,he has not.
212,12,6,True,arc,Veronica,Harrison,"The researcher, who has undergone chemotherapy, performed a piece by Mozart.","Nope,","Wait no,",he has not.,he did not.
213,12,7,False,arc,Veronica,Harrison,"The researcher, who performed a piece by Mozart, has undergone chemotherapy.","Nope,","Hey, wait a minute. No,",he did not.,he has not.
214,12,7,True,arc,Veronica,Harrison,"The researcher, who has undergone chemotherapy, performed a piece by Mozart.","Nope,","Hey, wait a minute. No,",he has not.,he did not.
215,12,8,False,arc,Veronica,Harrison,"The researcher, who performed a piece by Mozart, has undergone chemotherapy.","Nope,","Hang on a minute. No,",he did not.,he has not.
216,12,8,True,arc,Veronica,Harrison,"The researcher, who has undergone chemotherapy, performed a piece by Mozart.","Nope,","Hang on a minute. No,",he has not.,he did not.
217,13,0,False,arc,Isabel,Sebastian,"The violinist, who bought an ice cream cake for dessert, has lost a child.","No,","Wait no,",she did not.,she has not.
218,13,0,True,arc,Isabel,Sebastian,"The violinist, who has lost a child, bought an ice cream cake for dessert.","No,","Wait no,",she has not.,she did not.
219,13,1,False,arc,Isabel,Sebastian,"The violinist, who bought an ice cream cake for dessert, has lost a child.","No,","Hey, wait a minute. No,",she did not.,she has not.
220,13,1,True,arc,Isabel,Sebastian,"The violinist, who has lost a child, bought an ice cream cake for dessert.","No,","Hey, wait a minute. No,",she has not.,she did not.
221,13,2,False,arc,Isabel,Sebastian,"The violinist, who bought an ice cream cake for dessert, has lost a child.","No,","Hang on a minute. No,",she did not.,she has not.
222,13,2,True,arc,Isabel,Sebastian,"The violinist, who has lost a child, bought an ice cream cake for dessert.","No,","Hang on a minute. No,",she has not.,she did not.
223,13,3,False,arc,Isabel,Sebastian,"The violinist, who bought an ice cream cake for dessert, has lost a child.","Thats not true. No,","Wait no,",she did not.,she has not.
224,13,3,True,arc,Isabel,Sebastian,"The violinist, who has lost a child, bought an ice cream cake for dessert.","Thats not true. No,","Wait no,",she has not.,she did not.
225,13,4,False,arc,Isabel,Sebastian,"The violinist, who bought an ice cream cake for dessert, has lost a child.","Thats not true. No,","Hey, wait a minute. No,",she did not.,she has not.
226,13,4,True,arc,Isabel,Sebastian,"The violinist, who has lost a child, bought an ice cream cake for dessert.","Thats not true. No,","Hey, wait a minute. No,",she has not.,she did not.
227,13,5,False,arc,Isabel,Sebastian,"The violinist, who bought an ice cream cake for dessert, has lost a child.","Thats not true. No,","Hang on a minute. No,",she did not.,she has not.
228,13,5,True,arc,Isabel,Sebastian,"The violinist, who has lost a child, bought an ice cream cake for dessert.","Thats not true. No,","Hang on a minute. No,",she has not.,she did not.
229,13,6,False,arc,Isabel,Sebastian,"The violinist, who bought an ice cream cake for dessert, has lost a child.","Nope,","Wait no,",she did not.,she has not.
230,13,6,True,arc,Isabel,Sebastian,"The violinist, who has lost a child, bought an ice cream cake for dessert.","Nope,","Wait no,",she has not.,she did not.
231,13,7,False,arc,Isabel,Sebastian,"The violinist, who bought an ice cream cake for dessert, has lost a child.","Nope,","Hey, wait a minute. No,",she did not.,she has not.
232,13,7,True,arc,Isabel,Sebastian,"The violinist, who has lost a child, bought an ice cream cake for dessert.","Nope,","Hey, wait a minute. No,",she has not.,she did not.
233,13,8,False,arc,Isabel,Sebastian,"The violinist, who bought an ice cream cake for dessert, has lost a child.","Nope,","Hang on a minute. No,",she did not.,she has not.
234,13,8,True,arc,Isabel,Sebastian,"The violinist, who has lost a child, bought an ice cream cake for dessert.","Nope,","Hang on a minute. No,",she has not.,she did not.
235,14,0,False,arc,Jorge,Grace,"The runner, who walked toward the stray dog, has been keeping a diary for 15 years.","No,","Wait no,",he did not.,he has not.
236,14,0,True,arc,Jorge,Grace,"The runner, who has been keeping a diary for 15 years, walked toward the stray dog.","No,","Wait no,",he has not.,he did not.
237,14,1,False,arc,Jorge,Grace,"The runner, who walked toward the stray dog, has been keeping a diary for 15 years.","No,","Hey, wait a minute. No,",he did not.,he has not.
238,14,1,True,arc,Jorge,Grace,"The runner, who has been keeping a diary for 15 years, walked toward the stray dog.","No,","Hey, wait a minute. No,",he has not.,he did not.
239,14,2,False,arc,Jorge,Grace,"The runner, who walked toward the stray dog, has been keeping a diary for 15 years.","No,","Hang on a minute. No,",he did not.,he has not.
240,14,2,True,arc,Jorge,Grace,"The runner, who has been keeping a diary for 15 years, walked toward the stray dog.","No,","Hang on a minute. No,",he has not.,he did not.
241,14,3,False,arc,Jorge,Grace,"The runner, who walked toward the stray dog, has been keeping a diary for 15 years.","Thats not true. No,","Wait no,",he did not.,he has not.
242,14,3,True,arc,Jorge,Grace,"The runner, who has been keeping a diary for 15 years, walked toward the stray dog.","Thats not true. No,","Wait no,",he has not.,he did not.
243,14,4,False,arc,Jorge,Grace,"The runner, who walked toward the stray dog, has been keeping a diary for 15 years.","Thats not true. No,","Hey, wait a minute. No,",he did not.,he has not.
244,14,4,True,arc,Jorge,Grace,"The runner, who has been keeping a diary for 15 years, walked toward the stray dog.","Thats not true. No,","Hey, wait a minute. No,",he has not.,he did not.
245,14,5,False,arc,Jorge,Grace,"The runner, who walked toward the stray dog, has been keeping a diary for 15 years.","Thats not true. No,","Hang on a minute. No,",he did not.,he has not.
246,14,5,True,arc,Jorge,Grace,"The runner, who has been keeping a diary for 15 years, walked toward the stray dog.","Thats not true. No,","Hang on a minute. No,",he has not.,he did not.
247,14,6,False,arc,Jorge,Grace,"The runner, who walked toward the stray dog, has been keeping a diary for 15 years.","Nope,","Wait no,",he did not.,he has not.
248,14,6,True,arc,Jorge,Grace,"The runner, who has been keeping a diary for 15 years, walked toward the stray dog.","Nope,","Wait no,",he has not.,he did not.
249,14,7,False,arc,Jorge,Grace,"The runner, who walked toward the stray dog, has been keeping a diary for 15 years.","Nope,","Hey, wait a minute. No,",he did not.,he has not.
250,14,7,True,arc,Jorge,Grace,"The runner, who has been keeping a diary for 15 years, walked toward the stray dog.","Nope,","Hey, wait a minute. No,",he has not.,he did not.
251,14,8,False,arc,Jorge,Grace,"The runner, who walked toward the stray dog, has been keeping a diary for 15 years.","Nope,","Hang on a minute. No,",he did not.,he has not.
252,14,8,True,arc,Jorge,Grace,"The runner, who has been keeping a diary for 15 years, walked toward the stray dog.","Nope,","Hang on a minute. No,",he has not.,he did not.
253,15,0,False,arc,Laura,Caleb,"The caterer, who walked toward the stray dog, has been dreaming of buying a private jet.","No,","Wait no,",she did not.,she has not.
254,15,0,True,arc,Laura,Caleb,"The caterer, who has been dreaming of buying a private jet, walked toward the stray dog.","No,","Wait no,",she has not.,she did not.
255,15,1,False,arc,Laura,Caleb,"The caterer, who walked toward the stray dog, has been dreaming of buying a private jet.","No,","Hey, wait a minute. No,",she did not.,she has not.
256,15,1,True,arc,Laura,Caleb,"The caterer, who has been dreaming of buying a private jet, walked toward the stray dog.","No,","Hey, wait a minute. No,",she has not.,she did not.
257,15,2,False,arc,Laura,Caleb,"The caterer, who walked toward the stray dog, has been dreaming of buying a private jet.","No,","Hang on a minute. No,",she did not.,she has not.
258,15,2,True,arc,Laura,Caleb,"The caterer, who has been dreaming of buying a private jet, walked toward the stray dog.","No,","Hang on a minute. No,",she has not.,she did not.
